placekey,safegraph_place_id,brands,location_name,street_address,city,region,postal_code,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts
222-222@5v7-j2p-skf,sg:700871464264441a9a353da7dd8d2aa8,The Home Depot,The Home Depot,3000 NW Aviation Dr,Roseburg,OR,97470,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1683.0,981.0
222-222@8fc-96r-zzz,sg:93cc31a7b79e49218f764123e167f999,Lowe's,Lowe's,22600 Highway 59 N,Kingwood,TX,77339,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,4831.0,3106.0
zzy-222@629-mnm-bzf,sg:adfed92169ce49dfa899d23ccc4b90ec,The Home Depot,The Home Depot,450 State Route 9,Fishkill,NY,12524,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1826.0,1085.0
222-222@63p-tgr-2ff,sg:b934f8aa7a074acd90982c8351493b8b,The Home Depot,The Home Depot,679 Galleria Dr Ext,Johnstown,PA,15904,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1279.0,821.0
222-223@8g7-9yr-gx5,sg:fa655aebb7bb4f3fb64d1afefbf0322a,Lowe's,Lowe's,1220 Knox Ave,North Augusta,SC,29841,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3768.0,2071.0
222-222@5sb-77v-x89,sg:1a1544c1f96d4a45a63222bb2c74a714,Lowe's,Lowe's,300 N Randall Rd,Lake in the Hills,IL,60156,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,1644.0,1115.0
222-222@5s6-2z5-8y9,sg:c5ca66d7098a4642814f256dc309b070,The Home Depot,The Home Depot,2075 Pipestone Rd,Benton Harbor,MI,49022,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1369.0,837.0
zzw-222@62k-pg9-rkz,sg:d0c08181cf514531a73cc224cadd3f52,The Home Depot,The Home Depot,1415 Boston Providence Tpke,Norwood,MA,02062,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1863.0,1176.0
zzy-222@5s4-xwv-djv,sg:e270b922579c497abe23d2b618ec5629,The Home Depot,The Home Depot,W8141 Highway Us 2,Iron Mountain,MI,49801,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,1263.0,725.0
zzw-222@8fy-dgm-wx5,sg:0b1891a29fc745329ad1e671f3b27107,The Home Depot,The Home Depot,2000 8th St NW,Winter Haven,FL,33881,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2787.0,1677.0
zzw-222@8f3-nxx-y35,sg:39a391be73b747a69eeb20fddd6ae59c,The Home Depot,The Home Depot,2899 S McKenzie St,Foley,AL,36535,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3.0,3.0
222-222@5p7-g87-fs5,sg:3c78efd3a79341428a9017acff0181ef,The Home Depot,The Home Depot,401 2nd St S,Waite Park,MN,56387,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2407.0,1622.0
222-222@63v-4q3-w6k,sg:73c41146da064dd1acd642e84573b91d,The Home Depot,The Home Depot,20500 E 13 Mile Rd,Roseville,MI,48066,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2828.0,1714.0
222-222@8gq-59x-5cq,sg:7f4e1d179e444c08a588a3e32259706b,The Home Depot,The Home Depot,3300 SW 35th Ter,Ocala,FL,34474,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3517.0,2360.0
zzw-222@5z4-kz6-bp9,sg:69d1663b9c2d46178ec55eece9449826,The Home Depot,The Home Depot,3150 Case Rd Bldg P,Perris,CA,92570,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,3202.0,1949.0
zzw-222@5p2-2f9-hwk,sg:2208eff2e2424d129e305fb6d2af8841,Lowe's,Lowe's,3333 N 147th St,Omaha,NE,68116,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2131.0,1487.0
zzw-222@5vg-3sz-9xq,sg:41f5eb95b090487387c072f675ffe5a7,The Home Depot,The Home Depot,2121 Cadenasso Dr,Fairfield,CA,94533,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1992.0,1144.0
zzw-225@8t2-f32-y9z,sg:7347e12e2fe448fe8721e7daa8020856,The Home Depot,The Home Depot,11301 Lakeline Blvd,Austin,TX,78717,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2984.0,1937.0
zzw-222@5pw-5zw-cyv,sg:f9a7d1015c0149c3a65481235e7a8429,The Home Depot,The Home Depot,1300 S Clinton St,Chicago,IL,60607,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,1974.0,1204.0
222-222@5ps-3wx-tn5,sg:ff3a375d5f8d4088a0a93270bad4a0ec,The Home Depot,The Home Depot,4950 Stage Rd,Memphis,TN,38128,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2326.0,1499.0
zzw-222@5z6-9bq-7t9,sg:9bd372bc0dcc4f3fa2760c4b0e6f3022,The Home Depot,The Home Depot,5200 E Ramon Rd Bldg A,Palm Springs,CA,92264,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1735.0,1015.0
222-222@5vg-nqp-qxq,sg:e257037ab4df41989b2570023b1b88a0,The Home Depot,The Home Depot,10001 Fairway Dr,Roseville,CA,95678,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2831.0,1893.0
222-222@8dk-mkx-btv,sg:12d74801fcab46a8b956df718dfa8d92,The Home Depot,The Home Depot,18000 Tamiami Trl,North Port,FL,34287,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2151.0,1226.0
222-222@8fy-9nx-t7q,sg:b644a757b9de4278874e623f753ef3e5,The Home Depot,The Home Depot,4600 W Lake Mary Blvd,Lake Mary,FL,32746,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3014.0,1939.0
222-222@8g6-ycp-ndv,sg:c820cd93e9634b279675c01e71676dd0,The Home Depot,The Home Depot,2635 Peachtree Pkwy,Suwanee,GA,30024,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3540.0,2135.0
zzw-222@5pr-4y7-wp9,sg:352cbacf50454ebebcca9c7981b93e0b,The Home Depot,The Home Depot,5000 S 4th St,Leavenworth,KS,66048,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2598.0,1354.0
222-222@62k-hvs-btv,sg:9b8c6dcfb0f44ccbb0bb745baf224b0e,The Home Depot,The Home Depot,100 Stone Hill Rd,Johnston,RI,02919,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1569.0,872.0
zzw-222@8g7-p6h-8gk,sg:a1362d3958e64530803b952a5e45a194,Lowe's,Lowe's,1851 Epps Bridge Pkwy,Athens,GA,30606,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,4658.0,2658.0
zzw-222@65z-42f-q9f,sg:4e23c41270e04d6a8db7eeb5b87d8159,The Home Depot,The Home Depot,3861 State Route 31,Liverpool,NY,13090,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1647.0,1043.0
zzy-222@96m-kj3-28v,sg:500acdbe9c544a3a85716e3c015c83d4,The Home Depot,The Home Depot,Reyna del Sur Shopping 3305 Avenida Baramaya,Ponce,PR,00728,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1.0,1.0
zzw-222@8gj-zs6-mx5,sg:b9aa082545094376827a6a11055df7a1,Lowe's,Lowe's,300 E 23rd St,Panama City,FL,32405,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,4204.0,2545.0
zzw-223@8g7-485-2kz,sg:b9e113cf3f144f2c8c3356015809faef,The Home Depot,The Home Depot,650 Ponce de Leon Ave NE,Atlanta,GA,30308,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1933.0,1191.0
222-222@8dj-frt-jjv,sg:85bda624e0454fc49c2416d7527d6751,Lowe's,Lowe's,4780 Commercial Way,Spring Hill,FL,34606,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3611.0,2192.0
222-222@8fx-yw7-g8v,sg:caf7307708c948f1a05357972d3fa42e,The Home Depot,The Home Depot,1885 58th Ave,West Vero Corridor,FL,32966,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3247.0,1839.0
222-222@5z4-rns-z2k,sg:5c58b58dd6084ab284ad1c0f2edb8d15,The Home Depot,The Home Depot,2707 S Towne Ave,Pomona,CA,91766,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1662.0,1153.0
222-222@628-qyh-q2k,sg:7959da7a527a4ead9d89e62493371f94,Lowe's,Lowe's,144 Route 73,Voorhees,NJ,08043,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2316.0,1407.0
222-222@5nz-vkp-cqz,sg:a220786458604d9caf9c11c2f7e8bb6a,The Home Depot,The Home Depot,3700 University Ave,West Des Moines,IA,50266,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2340.0,1627.0
222-222@8fy-f2z-pqf,sg:c14a3bdc564c438a92bdea4d1e0e119d,Lowe's,Lowe's,3391 Daniels Rd,Winter Garden,FL,34787,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,5047.0,3011.0
zzw-222@5pk-nx4-pgk,sg:68260885c0364e9fa5b1a794208f5eeb,Lowe's,Lowe's,8501 Mexico Rd,Saint Peters,MO,63376,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3353.0,2061.0
zzw-222@5zb-vdf-b8v,sg:b29e7c843b1e4655a70376db4a68e747,Lowe's,Lowe's,700 S Watson Rd,Buckeye,AZ,85326,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2568.0,1481.0
222-222@8fy-7xj-tvz,sg:d02ffb7608e046a281362f9f335f526e,The Home Depot,The Home Depot,7007 Narcoossee Rd,Orlando,FL,32822,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3112.0,1999.0
222-222@5s6-b34-vs5,sg:c082cbfec8fb4ffc88d64645d6a280a6,Lowe's,Lowe's,2219 Rieth Blvd,Goshen,IN,46526,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2431.0,1414.0
zzw-222@8gn-9sh-vs5,sg:eb5589252f9a48e394f991ca313497df,The Home Depot,The Home Depot,1601 13th Ave E,Tuscaloosa,AL,35404,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,15.0,15.0
zzw-222@5qs-zpv-6p9,sg:9685fa87534d4a75a8e605746c8a24de,Lowe's,Lowe's,100 W I 240 Service Rd,Oklahoma City,OK,73139,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3307.0,2246.0
zzw-222@629-n6f-pvz,sg:ecf32cc1cf2a4fd5b5ca2a37c638428a,The Home Depot,The Home Depot,1570 Route 9,Wappingers Falls,NY,12590,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1781.0,1005.0
zzw-222@8fy-8nt-28v,sg:87ecf6f8112a4c12a9143fcbbe0621d6,Lowe's,Lowe's,12276 Andric Ln,Orlando,FL,32827,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3256.0,1910.0
222-222@5z4-myd-r49,sg:a31d89d2d2c8440fa437b913f6639d2d,The Home Depot,The Home Depot,11884 Foothill Blvd,Rancho Cucamonga,CA,91730,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2700.0,1744.0
zzw-222@8gc-796-x3q,sg:1af1a8b75d5e4265ad12d015ec64e284,Lowe's,Lowe's,3265 N Highway 17,Mount Pleasant,SC,29466,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2301.0,1279.0
222-222@5xc-qzc-dy9,sg:80ccdcca1a9f48d69d42b96439d7c2de,Lowe's,Lowe's,1951 SE 24th Ave,Hillsboro,OR,97123,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2430.0,1470.0
zzw-222@5zb-266-y7q,sg:c564f2dac4c34846a3daa5dcff8ca1a2,The Home Depot,The Home Depot,3860 N Stockton Hill Rd,Kingman,AZ,86409,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2962.0,1408.0
222-222@63s-25x-7t9,sg:c5668f5919754513b0221ba736f4e722,Lowe's,Lowe's,10101 Southpoint Pkwy,Fredericksburg,VA,22407,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3036.0,1787.0
225-222@5xq-4bq-6kz,sg:3d1c18de5ddf48fa8268e0c0a7049ddd,Lowe's,Lowe's,301 W Gonzales Rd,Oxnard,CA,93036,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1862.0,1114.0
zzw-222@8gc-594-w8v,sg:5d12c7a4cd9740aaba41a723ba1708dc,Lowe's,Lowe's,9600 Dorchester Rd,North Charleston,SC,29485,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3877.0,2044.0
zzw-222@63s-688-snq,sg:03f16c8fd3204d3dbae1407e2554eae2,The Home Depot,The Home Depot,305 Worth Ave,Stafford,VA,22556,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1682.0,1041.0
222-222@63f-dk7-hqz,sg:4d487cd090b84d3e85d192ee7a077d27,The Home Depot,The Home Depot,7902 Graves Mill Rd,Lynchburg,VA,24502,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2639.0,1586.0
222-222@5z6-2nc-66k,sg:657ce977a16f41a09f4bd076764b4830,The Home Depot,The Home Depot,23651 El Toro Rd,Lake Forest,CA,92630,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2527.0,1625.0
zzw-222@8dx-776-3qz,sg:6d8a4627f0274f1395eae18dfcb9ee31,Lowe's,Lowe's,10303 S Mall Dr,Baton Rouge,LA,70809,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2951.0,2080.0
222-222@5r7-3zd-4qf,sg:b6bb61bb890e431796e058e2184711b2,The Home Depot,The Home Depot,5101 Old Phoenix Ave,Fort Smith,AR,72903,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3948.0,2419.0
zzw-222@63v-c6g-7qz,sg:c01035e4a99d435faa416ed90fe42861,Lowe's,Lowe's,186 N Cleveland Massillon Rd,Montrose-Ghent,OH,44333,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1921.0,1166.0
222-222@8fy-chs-btv,sg:fa50e1fc26f84fef8ec34f5e81f31ff7,Lowe's,Lowe's,3780 S Orlando Dr,Sanford,FL,32773,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2835.0,1693.0
zzw-222@628-z6s-y7q,sg:02c5790759c64423a5626ab1fbd80ad2,Lowe's,Lowe's,67 Eagle Rd,Danbury,CT,06810,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2473.0,1556.0
zzy-222@63r-4j3-pqf,sg:173eec3a339a400fb39d709c5e49ef10,The Home Depot,The Home Depot,10301 M L King Jr. Hwy,Mitchellville,MD,20706,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2171.0,1277.0
222-222@5qv-vd7-jy9,sg:7afab2eeb9f748f6bb9a7fe4d2e6952c,Lowe's,Lowe's,851 Steger Towne Rd,Rockwall,TX,75032,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3998.0,2514.0
222-222@8tn-pmf-33q,sg:b683c8de93dd4d48a6ff24c362fe2076,The Home Depot,The Home Depot,1800 Main St NW,Los Lunas,NM,87031,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,1200.0,766.0
zzw-222@628-zfm-hnq,sg:c0bc16f924374c6ab8487af8c2b704b4,The Home Depot,The Home Depot,80 Independent Way,Brewster,NY,10509,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2514.0,1470.0
222-222@8gn-kkm-cbk,sg:48e567732a994ec2a68a47a13c9f3c8d,Lowe's,Lowe's,1701 Frederick Rd,Opelika,AL,36801,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,5660.0,3263.0
222-222@5z5-s82-kj9,sg:d032c71af71144a69fbdb5951d2f892b,Lowe's,Lowe's,9416 Mission Gorge Rd,Santee,CA,92071,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2762.0,1720.0
zzw-222@5py-hv8-tvz,sg:f4e8a32434fa4c12a0f12c15fcad726a,The Home Depot,The Home Depot,2021 Harrodsburg Rd,Lexington,KY,40504,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2976.0,1846.0
222-222@5z5-2rn-ffz,sg:72fce870aff14630a5e81355e9f65394,The Home Depot,The Home Depot,401 W Esplanade Dr,Oxnard,CA,93036,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1885.0,1152.0
222-222@628-ppn-n5z,sg:8f7987f2a8a74ea0bc2c1acf8922e324,Lowe's,Lowe's,1400 E Lincoln Hwy,Langhorne,PA,19047,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2962.0,1960.0
222-222@63j-r6p-2kz,sg:0c61d995035340228782de7dc233b537,Lowe's,Lowe's,10295 Fremont Pike,Perrysburg,OH,43551,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2717.0,1791.0
zzw-222@8dj-jm7-hbk,sg:cb4efb3435644cdeaa6b0438ace622ad,The Home Depot,The Home Depot,4040 Park Blvd N,Pinellas Park,FL,33781,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2983.0,1785.0
222-222@63d-5n7-t7q,sg:07a412c9533547efae3dd7bf4778eb3e,The Home Depot,The Home Depot,999 Ross Park Mall Dr,Pittsburgh,PA,15237,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1467.0,964.0
222-222@8sz-tcd-2tv,sg:320f1193398646edb92e33fce43743b8,Lowe's,Lowe's,18303 Rim Dr,San Antonio,TX,78257,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3128.0,2001.0
zzy-222@8gg-3k2-7wk,sg:68fed076a0b542098358d0dba28306cd,The Home Depot,The Home Depot,8135 University Cty Blvd,Charlotte,NC,28213,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2453.0,1586.0
222-222@627-sp2-vmk,sg:6e11ae86f35340f99d872186dcd97794,Lowe's,Lowe's,100 Ridge Hill Blvd,Yonkers,NY,10710,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2135.0,1482.0
222-222@63s-xgc-x5z,sg:928305dc87f54ea1aae519142556e70b,The Home Depot,The Home Depot,6000 Carlisle Pike,Mechanicsburg,PA,17050,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2560.0,1615.0
zzw-222@3x4-kdz-5cq,sg:a914d3cab8b94ac5a9e992300093bc3d,The Home Depot,The Home Depot,500 Kootenai Cut Off Rd,Ponderay,ID,83852,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1557.0,770.0
222-222@627-w9d-975,sg:ae7f052a9ffa41a1a0e95be561c64335,Lowe's,Lowe's,400 Bayonne Crossing Way,Bayonne,NJ,07002,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1176.0,711.0
zzw-222@8fw-2hz-jsq,sg:36da30aacffb447b873c9b020c9163e6,Lowe's,Lowe's,3651 Turtle Creek Dr,Coral Springs,FL,33067,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2099.0,1370.0
222-222@5pw-8yy-x3q,sg:89b036cdd3604c11921d26cd5ff9b5a9,Lowe's,Lowe's,4005 S Lafountain St,Kokomo,IN,46902,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3256.0,1760.0
222-222@5p9-jcm-975,sg:a27a629bafa74c7d812f147124e66f1b,Lowe's,Lowe's,400 E Tower Park Dr,Waterloo,IA,50701,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,1611.0,983.0
zzw-222@665-8q2-f75,sg:22e56cce4e194dc78450eea4d151e939,Lowe's,Lowe's,2350 Marketplace Dr,Rochester,NY,14623,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2626.0,1694.0
zzw-222@8dj-jsc-s89,sg:d362f1a8e36b405ebf608af72e8ac775,The Home Depot,The Home Depot,10689 Ulmerton Rd,Largo,FL,33771,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2772.0,1649.0
222-222@8gp-3qc-kpv,sg:3a9a10ddde7c46579674bc560b08c96b,Lowe's,Lowe's,12945 Atlantic Blvd,Jacksonville,FL,32225,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2253.0,1472.0
222-222@5pc-4cc-2c5,sg:fe52724f5c6f4cb59d6e990f1f7e3379,The Home Depot,The Home Depot,375 Saint Andrews Dr,Mankato,MN,56001,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,1598.0,1048.0
222-222@5r5-gsg-fcq,sg:8c005a3dd4de48f8b70b3241be6229c6,The Home Depot,The Home Depot,3350 N Woodlawn Blvd,Wichita,KS,67220,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,3549.0,2150.0
zzw-222@8g7-b33-2x5,sg:85c5fd19d23d4b3a8ed64e1226244506,Lowe's,Lowe's,2470 Whiskey Rd,Aiken,SC,29803,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3043.0,1735.0
zzw-224@8g6-ypc-tqf,sg:94437d729af7402daea224dd9c91a135,The Home Depot,The Home Depot,3605 Sandy Plains Rd,Marietta,GA,30066,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2715.0,1638.0
222-222@8gm-t6g-q2k,sg:ca60045ce458410fbeeb53f823479286,Lowe's,Lowe's,1717 Cherokee Ave SW,Cullman,AL,35055,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,6069.0,3519.0
zzw-222@8fz-sg8-5mk,sg:2b588e99cdab4fa39c5bdbf209a06c87,The Home Depot,The Home Depot,5750 S Jog Rd,Lake Worth,FL,33467,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3702.0,2319.0
222-222@8gm-dzn-swk,sg:75016db732e04640847b6a0956441d94,The Home Depot,The Home Depot,2715 Highway 54,Peachtree City,GA,30269,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,5192.0,3077.0
zzw-222@62j-wgs-vcq,sg:a0b4600b474a49b5be958c4b6954bd4e,Lowe's,Lowe's,1440 Greenland Rd,Greenland,NH,03840,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,925.0,596.0
222-222@5q6-7cd-6kz,sg:d6a892e1b4974f92bbe51293e37df8df,Lowe's,Lowe's,261 W 104th Ave,Northglenn,CO,80234,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,1575.0,1036.0
zzy-222@63g-835-sqz,sg:14b3fe6a0dd94f888ab58410ba42858b,Lowe's,Lowe's,5201 U.S. 29 Business,Reidsville,NC,27320,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2930.0,1435.0
222-222@63t-yqd-k2k,sg:30815584c973406fb32533a42b9b9c73,Lowe's,Lowe's,44080 Ford Rd,Canton,MI,48187,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2071.0,1374.0
222-222@8dy-rf6-td9,sg:0702937617ca48e590168458dd805b30,Lowe's,Lowe's,121 Jefferson Hwy,Jefferson,LA,70121,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,1598.0,1015.0
zzw-222@5z6-3cg-dqf,sg:5785e9f0d93a4b08a137f7ced9bdc0a9,The Home Depot,The Home Depot,751 E Spring St,Signal Hill,CA,90755,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,2627.0,1637.0
222-222@5pv-pks-8y9,sg:07c11ec39ef9415a8ad8a3602e9cca54,The Home Depot,The Home Depot,1301 Fort Worth Way,Mattoon,IL,61938,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2467.0,1376.0
222-222@65z-45j-y5f,sg:7e34cb66598b4bd3a9b098f3b873879d,Lowe's,Lowe's,131 Simon Dr,Syracuse,NY,13224,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1606.0,895.0
zzw-222@5z9-t63-vcq,sg:f2a20a651ee04926a814a290ec0d4621,The Home Depot,The Home Depot,1030 S State Route 260,Cottonwood,AZ,86326,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1782.0,844.0
zzw-222@5z5-3mf-73q,sg:19c56579504a44bbb76fe2217988e38e,The Home Depot,The Home Depot,7015 Telegraph Rd,Commerce,CA,90040,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1649.0,1109.0
222-222@8tn-pmd-y5f,sg:27835690c658493eadaa0bb858d232eb,Lowe's,Lowe's,1600 Main St NW,Los Lunas,NM,87031,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,865.0,508.0
222-222@63j-xj2-5cq,sg:5158152e8fd64318828ba6ea0d68f272,The Home Depot,The Home Depot,6017 Maxtown Rd,Westerville,OH,43082,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2681.0,1668.0
222-222@8g6-x8q-8y9,sg:ff46fd8e8e47498d8dc8e6845de545fe,The Home Depot,The Home Depot,4325 New Snapfinger Woods Dr,Decatur,GA,30035,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3061.0,1914.0
222-222@5sb-7sf-fs5,sg:2d59ce6446ba470bad745b58d6ef27a0,The Home Depot,The Home Depot,295 E Army Trail Rd,Glendale Heights,IL,60139,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2527.0,1502.0
222-222@63r-vfj-fmk,sg:4734b9bb57db496c96389f7ec10a1313,The Home Depot,The Home Depot,3201 Old Lee Hwy,Fairfax,VA,22030,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,1883.0,1108.0
zzw-222@5zb-wwx-2ff,sg:5577bf2962a3413b99aaa2017b148da5,The Home Depot,The Home Depot,6880 W Bell Rd,Glendale,AZ,85308,2020-07-01T00:00:00-07:00,2020-08-01T00:00:00-07:00,1004.0,738.0
223-222@8fx-ztq-pqf,sg:9bfa24b511c649408c65fb9108a2a05a,The Home Depot,The Home Depot,1140 Malabar Rd SE,Palm Bay,FL,32907,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,3424.0,1824.0
zzw-223@8g6-ycc-wtv,sg:e4309ef0852849d3bd186e62245ee742,The Home Depot,The Home Depot,5950 State Bridge Rd,Duluth,GA,30097,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2663.0,1682.0
222-222@5pw-6d9-4gk,sg:ab4743fb31994b9cb6ec41311ea93a70,The Home Depot,The Home Depot,200 W 87th St # 232,Chicago,IL,60620,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,2994.0,1793.0
222-222@5qc-xth-73q,sg:bd81c6892073434ab55d5c704137ac4c,Lowe's,Lowe's,12462 S Creek Meadow Rd,Riverton,UT,84065,2020-07-01T00:00:00-06:00,2020-08-01T00:00:00-06:00,2926.0,1692.0
zzw-222@8fb-yyj-w6k,sg:e9f7750700c6459a825f6ecdad06acdb,Lowe's,Lowe's,220 N Stallings Dr,Nacogdoches,TX,75965,2020-07-01T00:00:00-05:00,2020-08-01T00:00:00-05:00,4050.0,1995.0
222-222@63r-vdt-47q,sg:e8f37c41d4a2475f9b4e11f397c8bba7,The Home Depot,The Home Depot,6691 Frontier Dr,Springfield,VA,22150,2020-07-01T00:00:00-04:00,2020-08-01T00:00:00-04:00,2144.0,1391.0
